locName,region
Río Blanco--Corral Quebrada de los Reyes,Libertador General Bernardo O'Higgins
Puerto Aysén--Patagonia Green,Aisén del General Carlos Ibáñez del Campo
"5520000, Puerto Varas CL-Los Lagos -41.27946, -72.78259",Los Lagos
"Avenida Costanera Sur, Vitacura, Región Metropolitana, CL (-33,397, -70,603)",Región Metropolitana de Santiago
"1275 Chile, Valdivia de Paine, Región Metropolitana, CL (-33,814, -70,861) La Posa",Región Metropolitana de Santiago
"9100 P-22, Arauco, Bío Bío, CL (-37,238, -73,431)",Bío-Bío
"5520000, Puerto Varas CL-Los Lagos -41.27957, -72.78252",Los Lagos
"Seleccionado automáticamente
-45,727, -72,174",Aisén del General Carlos Ibáñez del Campo
"(-52,8520,-70,9614)",Magallanes
"686 Francisco de Aguirre, Copiapó, Atacama, CL (-27.384, -70.305)",Atacama
Laguna Blanca-Estepa,Magallanes
"6210019, Laguna Blanca CL-Magallanes y de la Antártica Chilena -52.55744, -70.98451",Magallanes
"Arauco, Bío Bío, CL (-37,215, -73,449)",Bío-Bío
"6210019, Laguna Blanca CL-Magallanes y de la Antártica Chilena -52.54512, -70.97067",Magallanes
"P-204, Arauco, Bío Bío, CL (-37,228, -73,454)",Bío-Bío
"6210184, Laguna Blanca CL-Magallanes y de la Antártica Chilena -52.55510, -71.04742",Magallanes
"6210184, Laguna Blanca CL-Magallanes y de la Antártica Chilena -52.54466, -71.06494",Magallanes
"6210019, Laguna Blanca CL-Magallanes y de la Antártica Chilena -52.59413, -70.99712",Magallanes
Gallego Chico--Pequeñas lagunas,Magallanes
"Ruta 9 Norte, Punta Arenas CL-Magallanes y de la Antártica Chilena -52.80058, -71.00321",Magallanes
"Puerto Montt, Los Lagos, CL (-41.446, -72.996)",Los Lagos
"Unnamed Road, Panguipulli, Los Ríos, CL (-39.894, -72.04)",Los Ríos
Leñadura M/B,Magallanes
"Unnamed Road, Puerto Varas, Los Lagos, CL (-41.311, -73.045)",Los Lagos
"5732 Martín Alonso Pinzón, Las Condes, Región Metropolitana, CL (-33,419, -70,567)",Región Metropolitana de Santiago
"5380 G-510, Paine, Región Metropolitana, CL (-33,816, -70,864)",Región Metropolitana de Santiago
"298 San Andrés, Calbuco, Los Lagos, CL (-41.762, -73.151)",Los Lagos
"2115 Rauquén, La Florida, Región Metropolitana, CL (-33.526, -70.572)",Región Metropolitana de Santiago
"U-435, Osorno, Los Lagos, CL (-40,63, -73,04)",Los Lagos
"Valdivia, Los Ríos, CL (-39,821, -73,202)",Los Ríos
"17 Teniente Julio Muñoz, Chiguayante, Bío Bío, CL (-36.947, -73.028)",Bío-Bío
La Pirámide,Región Metropolitana de Santiago
"6210019, San Gregorio CL-Magallanes y de la Antártica Chilena -52.40129, -70.88011",Magallanes
"6210019, San Gregorio CL-Magallanes y de la Antártica Chilena -52.36900, -70.87786",Magallanes
"Estancia El Tambo, Vicuña",Coquimbo
"6210019, San Gregorio CL-Magallanes y de la Antártica Chilena -52.33870, -70.88224",Magallanes
"Granja Educativa EL Molino, Melipilla, Región Metropolitana, CL (-33,784, -71,242)",Región Metropolitana de Santiago
"6210019, San Gregorio CL-Magallanes y de la Antártica Chilena -52.42307, -70.85632",Magallanes
Plaza Domingo Bondi,Región Metropolitana de Santiago
"Galvarino Gallardo 1659, Providencia CL-Metropolitana de Santiago -33.43105, -70.61464",Región Metropolitana de Santiago
"Cruce Longitudinal (Coinco) - Candelaria, Quellón CL-Los Lagos (-43.0575,-73.5693)",Los Lagos
Boca toma chimbarongo,Libertador General Bernardo O'Higgins
"Cruce Longitudinal (Coinco) - Candelaria, Quellón CL-Los Lagos -43.06798, -73.55065",Los Lagos
Guindo,Libertador General Bernardo O'Higgins
Punta Itata-Playa Chacaya,Antofagasta
"6210019, San Gregorio CL-Magallanes y de la Antártica Chilena -52.45471, -70.86511",Magallanes
Mejillones--Barrio Industrial,Antofagasta
"6210019, San Gregorio CL-Magallanes y de la Antártica Chilena -52.44132, -70.89190",Magallanes
Campos sur Coquimbo,Coquimbo
"G-555, Paine, Región Metropolitana, CL (-33.874, -70.68)",Región Metropolitana de Santiago
"6210019, San Gregorio CL-Magallanes y de la Antártica Chilena -52.42850, -70.90405",Magallanes
Mare Nostrum,Valparaíso
Punta Arenas--Fragata Lord Lonsdale,Magallanes
"550, Puerto Montt CL-Los Lagos -41.49860, -72.81799",Los Lagos
Laguna Blanca--Bosques,Magallanes
"6210019, San Gregorio CL-Magallanes y de la Antártica Chilena -52.35163, -70.76253",Magallanes
"Laguna Batuco (-33.199, -70.816)",Región Metropolitana de Santiago
"Cruce A-65 - Pica, Pica CL-I Tarapacá Region -20.34944, -68.99402",Tarapacá
"6210019, San Gregorio CL-Magallanes y de la Antártica Chilena -52.43144, -70.82855",Magallanes
Campamento (RN Río Blanco),Valparaíso
"Ñuñoa, Región Metropolitana, CL (-33.458, -70.586)",Región Metropolitana de Santiago
"Avenida Ramón Picarte 422, Valdivia CL-XIV Los Ríos Region -39.81425, -73.24383",Los Ríos
Rio Blanco -- La Cruz - 2300 msnm,Valparaíso
Bahía de Concepción (Playa Isla de los Reyes Rocuant),Bío-Bío
"1580 San Pedro de Alcántara, Viña del Mar, Valparaíso, CL (-33,02, -71,526)",Valparaíso
"620, Punta Arenas CL-Magallanes y La Antártica Chilena -53.19622, -70.95172",Magallanes
"Camino al Santuario, Punta Arenas CL-Magallanes y La Antártica Chilena -53.12962, -70.89508",Magallanes
Tunga Sur--Acantilados,Coquimbo
Quebrada Tutos Pelados,Coquimbo
Sector Río Ventisquero,Magallanes
"Posada del Parque, Quintero CL-Valparaíso -32.88200, -71.49593",Valparaíso
"Isla Navarino, Cabo de Hornos CL-Magallanes y La Antártica Chilena (-54.9542,-67.8766)",Magallanes
Mejillones-Maestranza,Antofagasta
"7710000, Lo Barnechea CL-Santiago -33.32605, -70.45701",Región Metropolitana de Santiago
"22 nov. 2020 11:31
-39,912, -71,986",Los Ríos
"621, San Gregorio CL-Magallanes y La Antártica Chilena -52.46025, -70.81962",Magallanes
"1075 T-350, Valdivia, Los Ríos, CL (-39.855, -73.329)",Los Ríos
"Soldado Valenzuela 3982, Arica CL-XV Arica and Parinacota Region -18.44061, -70.29335",Arica y Parinacota
cajón del peñon,Valparaíso
"1390000, María Elena CL-Antofagasta -22.28205, -69.56283",Antofagasta
Quebrada La Manta,Coquimbo
"Cruce X-600 (El Claro) - Pasarela Pinuer, Coihaique CL-Aysén del General Carlos Ibáñez del Campo (-45.5866,-72.1007)",Aisén del General Carlos Ibáñez del Campo
"Planicie--Osorno, Los Lagos, CL (-40,649, -73,048)",Los Lagos
"Auto selected -30.25160, -71.50600",Coquimbo
"Mirador Nido de Cóndor, Ladera Norte (Río Blanco)",Valparaíso
Cordón La Compañía (RN Río Blanco),Valparaíso
"Soldado Valenzuela 3983, Arica CL-XV Arica and Parinacota Region -18.44074, -70.29340",Arica y Parinacota
"23-11-2020 11:34
-41,725, -72,084",Los Lagos
"32 Pumas, Puerto Varas, Los Lagos, CL (-41.325, -72.886)",Los Lagos
"Unnamed Road, Temuco, Araucanía, CL (-38.76, -72.735)",Araucanía
"2271 Rector José Ultarico, Curicó, Maule, CL (-34,966, -71,221)",Maule
"X-589, Coyhaique, Aysén, CL (-45.558, -71.984)",Aisén del General Carlos Ibáñez del Campo
"5520000, Puerto Montt CL-Los Lagos (-41,3703,-72,7232)",Los Lagos
El Panul,Coquimbo
"V-40, Llanquihue, Los Lagos, CL (-41.292, -73.299)",Los Lagos
"V-370, Fresia, Los Lagos, CL (-41.257, -73.354)",Los Lagos
Colpitas,Arica y Parinacota
"24 nov. 2020 13:08
-45.409, -72.802",Aisén del General Carlos Ibáñez del Campo
"Soldado Valenzuela 3931–3949, Arica CL-XV Arica and Parinacota Region -18.44057, -70.29339",Arica y Parinacota
Baños Azules,Región Metropolitana de Santiago
"Ovalle, Coquimbo, CL (-30,505, -71,151)",Coquimbo
"V-56, Llanquihue, Los Lagos, CL (-41.255, -73.214)",Los Lagos
Centro San Andres,Aisén del General Carlos Ibáñez del Campo
"V-370, Fresia, Los Lagos, CL (-41.257, -73.356)",Los Lagos
"V-370, Los Lagos, CL (-41.255, -73.303)",Los Lagos
Río Colegual--Puente Colegual,Los Lagos
"595, Coihaique CL-Aysén del General Carlos Ibáñez del Campo (-45.8970,-71.7331)",Aisén del General Carlos Ibáñez del Campo
"350 Caleta Austral, Viña del Mar, Valparaíso, CL (-33,038, -71,512)",Valparaíso
"CL (-45.416, -72.835)",Aisén del General Carlos Ibáñez del Campo
Humedal Quebrada Chinche,Atacama
Talpen. Parcela Olivares Jhonson,Maule
laguna seca,Magallanes
"Kuzma Slavic Kinkela 516, Punta Arenas CL-Magallanes y La Antártica Chilena (-53.1325,-70.8940)",Magallanes
Quebrada La Tola,Atacama
Laguna avelina,Magallanes
Bajo de las lástimas,Maule
Cabaña en frente de acceso al Cañi,Araucanía
Humedal Trumao,Los Ríos
Laguna Puesto,Magallanes
"Soldado Valenzuela 3992, Arica CL-XV Arica and Parinacota Region -18.44065, -70.29335",Arica y Parinacota
"Centro Rupanco, Caleta Bay,
-40.821, -72.622",Los Lagos
"Sendero Parque de la Naturaleza Humedal Río Maipo, Santo Domingo CL-Valparaíso -33.62678, -71.63215",Valparaíso
"204 Las Palmeras, Puchuncavi, Valparaíso, CL (-32,714, -71,472)",Valparaíso
"Camino La Puntilla, Las Cabras, O'Higgins, CL (-34,151, -71,444)",Libertador General Bernardo O'Higgins
"Auto selected -30.25140, -71.50577",Coquimbo
Los Vilos--dunas,Coquimbo
Punta Chungo--Costa rocosa,Coquimbo
"Auto selected -30.28778, -71.50948",Coquimbo
"23340 Carretera Austral, Quillaipe, Los Lagos, CL (-41,556, -72,731)",Los Lagos
"Río Cruces, Valdivia CL-XIV Los Ríos Region -39.77510, -73.25403",Los Ríos
Humedal Trumao 2,Los Ríos
Humedal Trumao 3,Los Ríos
Los Lingues (Biobío),Bío-Bío
"CL (-45.371, -73.126)",Aisén del General Carlos Ibáñez del Campo
"Saboya 3974, Arica CL-XV Arica and Parinacota Region -18.44085, -70.29325",Arica y Parinacota
"511, Valdivia CL-XIV Los Ríos Region -39.74771, -73.26005",Los Ríos
Parque Fuerte de Purén,Araucanía
"Faldeo La Florida, La Serena, Coquimbo, CL (-29.935, -71.21)",Coquimbo
"1550 Luis Cabrera, San Antonio, Valparaíso, CL (-33,61, -71,621)",Valparaíso
"V-50, Nueva Branau, Los Lagos, CL (-41.325, -73.065)",Los Lagos
"5860 Chile, Valdivia de Paine, Región Metropolitana, CL (-33,815, -70,863)",Región Metropolitana de Santiago
Lago El Toro,Araucanía
"Ovalle, Coquimbo, CL (-30,489, -71,181)",Coquimbo
Playa Amarilla (Los Vilos),Coquimbo
"Camino Embalse El Yeso, San José de Maipo, Región Metropolitana, CL (-33,621, -70,006)",Región Metropolitana de Santiago
"CL (-45.298, -73.197)",Aisén del General Carlos Ibáñez del Campo
"V-50, Puerto Varas, Los Lagos, CL (-41.327, -73.134)",Los Lagos
"Soldado Valenzuela 3992, Arica CL-XV Arica and Parinacota Region -18.44073, -70.29331",Arica y Parinacota
"Río Bueno, Trumao",Los Ríos
Turbal Sector La Grimbea,Magallanes
"CL (-44.944, -73.738)",Aisén del General Carlos Ibáñez del Campo
Parque Mataquito,Maule
"Cruce Longitudinal (Coinco) - Candelaria, Quellón CL-Los Lagos -43.06779, -73.55051",Los Lagos
"Auto selected -43.10037, -73.54097",Los Lagos
"Cruce X-614 (El Claro) - Panguilemu, Coihaique CL-Aysén del General Carlos Ibáñez del Campo (-45.5538,-72.1211)",Aisén del General Carlos Ibáñez del Campo
"Unnamed Road, Valdivia, Los Ríos, CL (-39,786, -73,252)",Los Ríos
"5040 Cuarta Terraza, Puerto Montt, Los Lagos, CL (-41.462, -72.911)",Los Lagos
"381, Chillán CL-Biobío (-36.5594,-72.0366)",Ñuble
"Ruta 9 N: Punta Arenas - Puerto Natales - Río Baguales, Laguna Blanca CL-Magallanes y La Antártica Chilena -52.64522, -71.12423",Magallanes
Ruta C-431,Atacama
"Guapi, Los Ríos, CL (-39,929, -73,545)",Los Ríos
Río Damas--Vegas,Libertador General Bernardo O'Higgins
"Unnamed Road, Teodoro Schmidt, Araucanía, CL (-38.953, -72.895)",Araucanía
"Colbun, Maule, CL (-35.695, -71.299)",Maule
"Ruta 9 N: Punta Arenas - Puerto Natales - Río Baguales, Laguna Blanca CL-Magallanes y La Antártica Chilena -52.47906, -71.32339",Magallanes
"La Florida, Región Metropolitana, CL (-33.526, -70.597)",Región Metropolitana de Santiago
"Soldado Valenzuela 3982, Arica CL-XV Arica and Parinacota Region -18.44062, -70.29335",Arica y Parinacota
"U-525, Osorno, Los Lagos, CL (-40,691, -73,094)",Los Lagos
"Unnamed Road, Mariquina, Los Ríos, CL (-39,542, -72,914)",Los Ríos
"Mariquina, Los Ríos, CL (-39,54, -72,919)",Los Ríos
"238 Galicia, Curicó, Maule, CL (-34,965, -71,243)",Maule
"2380 Islas Australes, Curicó, Maule, CL (-34,962, -71,241)",Maule
"900 Balmaceda, Futaleufu, Los Lagos, CL (-43,186, -71,861)",Los Lagos
Camping La Loma,Araucanía
"102, Arica CL-XV Arica and Parinacota Region -18.41466, -70.19676",Arica y Parinacota
"29-11-2020 4:49 p. m.
-39,462, -73,085",Los Ríos
Parque Tagua Tagua--Refugio Quetrus,Los Lagos
"Coyhaique, Aysén, CL (-45.321, -71.549)",Aisén del General Carlos Ibáñez del Campo
Auquinco,Libertador General Bernardo O'Higgins
"X-565, Coyhaique Alto, Aysén, CL (-45.471, -71.603)",Aisén del General Carlos Ibáñez del Campo
"Pedro Aguirre Cerda 1651, Valdivia CL-XIV Los Ríos Region -39.78992, -73.21101",Los Ríos
"620, Punta Arenas CL-Magallanes y La Antártica Chilena (-53.4617,-71.0153)",Magallanes
"5190 Avenida Pacífico, La Serena, Coquimbo, CL (-29,942, -71,285)",Coquimbo
"65 Hungría, Viña del Mar, Valparaíso, CL (-33,036, -71,55)",Valparaíso
"S-320, Temuco, Araucanía, CL (-38,694, -72,635)",Araucanía
"Carretera Austral, El Lobo, Aysén, CL (-44,601, -72,43)",Aisén del General Carlos Ibáñez del Campo
"X-25, El Arenal del 25, Aysén, CL (-44,681, -72,469)",Aisén del General Carlos Ibáñez del Campo
"T-309, Valdivia, Los Ríos, CL (-39,743, -73,064)",Los Ríos
Coigüería,Araucanía
"CL (-45.129, -73.61)",Aisén del General Carlos Ibáñez del Campo
Quebrada de Talca - Placilla,Coquimbo
"Soldado Valenzuela 3992, Arica CL-XV Arica and Parinacota Region -18.44071, -70.29332",Arica y Parinacota
"5401 Avenida los Pescadores, La Serena, Coquimbo, CL (-29,945, -71,287)",Coquimbo
"5933 Los Tamarindos, Lo Prado, Región Metropolitana, CL (-33.44, -70.717)",Región Metropolitana de Santiago
"131 Calle Río Maipo, San Bernardo, Región Metropolitana, CL (-33,69, -70,725)",Región Metropolitana de Santiago
"355 Génova, La Serena, Coquimbo, CL (-29.902, -71.264)",Coquimbo
Huitag - Sector silvo-agrícola,Los Ríos
Fundo Papageno - Sector ganadero,Los Ríos
"Santo Domingo, Valparaíso, CL (-33.745, -71.707)",Valparaíso
"Las Salinas, El Yali",Valparaíso
Isla Valverde,Aisén del General Carlos Ibáñez del Campo
"511, Valdivia CL-XIV Los Ríos Region -39.70227, -73.20324",Los Ríos
"2617 Avenida Comercio, Pichilemu, O'Higgins, CL (-34,407, -72,029)",Libertador General Bernardo O'Higgins
"Soldado Valenzuela 3982, Arica CL-XV Arica and Parinacota Region -18.44066, -70.29324",Arica y Parinacota
"Unnamed Road, CL (-41.773, -73.237)",Los Lagos
"Cruce P-60-R (Cañete) - Tucapel - Cruce P-500 (Licauquén), Cañete CL-Bío-Bío -37.78085, -73.39017",Bío-Bío
Casa antigua Purén,Araucanía
"549 Calle las Lilas, Maitencillo, Valparaíso, CL (-32.678, -71.437)",Valparaíso
"Unnamed Road, Cisnes, Aysén, CL (-44,741, -72,69)",Aisén del General Carlos Ibáñez del Campo
Río Cruces - bordeo de la isla Rialejo en kayak,Los Ríos
Estero Cartagena--Puente San Sebastián (G-98-F),Valparaíso
Ruta 5 Norte--Parque Fotovoltaico El Romero,Atacama
Santa María del Mar,Valparaíso
Kilometro 40 ruta 9,Magallanes
"550, Puerto Montt CL-Los Lagos -41.49867, -72.81805",Los Lagos
"Seleccionado automáticamente
-33.532, -71.604",Valparaíso
"Planta Nora 2 dic. 2020 13:42
-26.364, -70.05",Atacama
"Soldado Valenzuela 3983, Arica CL-XV Arica and Parinacota Region -18.44057, -70.29342",Arica y Parinacota
"Cruce P-60-R (Cañete) - Tucapel - Cruce P-500 (Licauquén), Cañete CL-Bío-Bío -37.78085, -73.39019",Bío-Bío
"Camino Reserva Nacional Río Los Cipreses, Machalí, O'Higgins, CL (-34,265, -70,465)",Libertador General Bernardo O'Higgins
"2150 El Raulí, Viña del Mar, Valparaíso, CL (-33,021, -71,526)",Valparaíso
"1641-1645 El Pillan, Las Condes, Región Metropolitana, CL (-33.425, -70.559)",Región Metropolitana de Santiago
Lo Campino,Región Metropolitana de Santiago
Sector costa rocosa,Antofagasta
Playas Blancas~~Playa,Valparaíso
Sector Rio Cachitos,Atacama
"Unnamed Road, San Vicente, O'Higgins, CL (-34.545, -71.229)",Libertador General Bernardo O'Higgins
Quebrada Río Blanco,Libertador General Bernardo O'Higgins
"Soldado Valenzuela 3992, Arica CL-XV Arica and Parinacota Region -18.44072, -70.29333",Arica y Parinacota
"D-540, Valdivia, Coquimbo, CL (-30,585, -71,565)",Coquimbo
Humedales de La Capilla,Libertador General Bernardo O'Higgins
"Llanquihue, Los Lagos, CL (-41,294, -73,04)",Los Lagos
"37 Carlos Loyola, Lo Prado, Región Metropolitana, CL (-33.439, -70.71)",Región Metropolitana de Santiago
"Río Bueno, Los Ríos, CL (-40.457, -72.686)",Los Ríos
bajada al rio,Los Lagos
"Ruta 9, Villa Tehuelche, Magallanes y la Antártica Chilena, CL (-52.496, -71.298)",Magallanes
"2598 Carretera A Tome, Penco, Bío Bío, CL (-36.735, -72.985)",Bío-Bío
"H-265, Machalí, O'Higgins, CL (-34,226, -70,494)",Libertador General Bernardo O'Higgins
"Soldado Valenzuela 3983, Arica CL-XV Arica and Parinacota Region -18.44067, -70.29338",Arica y Parinacota
Laguna Tranque Forestal,Valparaíso
"5520000, Puerto Varas CL-Los Lagos -41.27947, -72.78257",Los Lagos
"10330 Avenida Quilín, Penalolen, Región Metropolitana, CL (-33,501, -70,534)",Región Metropolitana de Santiago
"Pacifico 504, La Serena CL-Coquimbo -29.93634, -71.28159",Coquimbo
"Auto selected -33.53295, -71.60434",Valparaíso
"Lago ranco, humedales cerca de pto nuevo, Los Ríos, CL (-40,242, -72,555)",Los Ríos
Playa Arena Gruesa,Los Lagos
Pampa acceso a Toconao,Antofagasta
"2600 Ruta 1, Antofagasta, Antofagasta, CL (-23,646, -70,4)",Antofagasta
"110 Pedro de Valdivia, Villarrica, Araucanía, CL (-39.278, -72.235)",Araucanía
"Dec 5, 2020 4:37 PM
-51.77, -72.459",Magallanes
"X-469, Coyhaique, Aysén, CL (-45.307, -71.574)",Aisén del General Carlos Ibáñez del Campo
"16 Ramón García, Valparaíso, Valparaíso, CL (-33.101, -71.669)",Valparaíso
"San Alfonso del Mar, Algarrobo, Valparaíso, CL (-33,346, -71,651)",Valparaíso
"X-565, Coyhaique, Aysén, CL (-45.272, -71.537)",Aisén del General Carlos Ibáñez del Campo
"Santo Domingo, Valparaíso, CL (-33,622, -71,628)",Valparaíso
"Soldado Valenzuela 3930–3948, Arica CL-XV Arica and Parinacota Region -18.44081, -70.29338",Arica y Parinacota
Ruta a Guatin,Antofagasta
"4175 El Rosario, Coquimbo, Coquimbo, CL (-29.966, -71.293)",Coquimbo
"Cruce Ruta 5 (Puerto Varas) - Nueva Braunau - Las Cañitas, Puerto Varas CL-Los Lagos -41.32603, -73.13416",Los Lagos
"Ruta 11 CH, Arica CL-XV Arica and Parinacota Region -18.45083, -70.07041",Arica y Parinacota
Río Coyhaique--Lagunas Humedal Coyhaique Alto,Aisén del General Carlos Ibáñez del Campo
"Mariano Sánchez Fontecilla 8186–8488, La Reina CL-Metropolitana de Santiago -33.45882, -70.55364",Región Metropolitana de Santiago
"Quellón - Oqueldán - Chaiguao, Quellón CL-Los Lagos (-43.1452,-73.4805)",Los Lagos
"Río Blanco SUR R-921, Curacautín, Araucanía, CL (-38,518, -71,838)",Araucanía
Iglesia de Santo Domingo,Región Metropolitana de Santiago
Río Ñirehuao--Laguna Ruta X-565,Aisén del General Carlos Ibáñez del Campo
"Cruce Ruta 11 CH - Asentamiento El Morro - Cruce Ruta 11 CH, Arica CL-XV Arica and Parinacota Region -18.41100, -70.24715",Arica y Parinacota
"8210 Simon González, La Reina, Región Metropolitana, CL (-33.446, -70.546)",Región Metropolitana de Santiago
"Las Dunas, Arica CL-XV Arica and Parinacota Region -18.41532, -70.32227",Arica y Parinacota
"Puntilla lago ranco, Los Ríos, CL (-40,21, -72,534)",Los Ríos
"6980 Carretera Austral, Puerto Montt, Los Lagos, CL (-41.488, -72.864)",Los Lagos
Cerro Pico Moro,Los Lagos
Chapiquiña Pueblo,Arica y Parinacota
"Isla Grande de Chiloé, Quellón CL-Los Lagos -43.12849, -73.51434",Los Lagos
Fundo San Fernando - Cerro La Campana,Magallanes
"Ruta 66, Peumo, O'Higgins, CL (-34,296, -71,283)",Libertador General Bernardo O'Higgins
Río Loa--Laguna de los patos,Antofagasta
